project,file,class,method,methodSignature,line,eligible,discardReasons,ccBefore,ccAfter,delta,outerCondition,innerCondition
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,getDirectoryEntries,TarArchiveEntry[] getDirectoryEntries(),827,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,getFile,File getFile(),873,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,getOrderedSparseHeaders,List<TarArchiveStructSparse> getOrderedSparseHeaders(),1010,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,getOrderedSparseHeaders,List<TarArchiveStructSparse> getOrderedSparseHeaders(),1019,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,getOrderedSparseHeaders,List<TarArchiveStructSparse> getOrderedSparseHeaders(),1022,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,getOrderedSparseHeaders,List<TarArchiveStructSparse> getOrderedSparseHeaders(),1027,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,getOrderedSparseHeaders,List<TarArchiveStructSparse> getOrderedSparseHeaders(),1029,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,getRealSize,long getRealSize(),1063,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,isDirectory,boolean isDirectory(),1181,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,isDirectory,boolean isDirectory(),1185,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,isFile,boolean isFile(),1218,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,isFile,boolean isFile(),1221,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,isInvalidPrefix,boolean isInvalidPrefix(byte[]),1267,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,isInvalidPrefix,boolean isInvalidPrefix(byte[]),1269,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,isInvalidPrefix,boolean isInvalidPrefix(byte[]),1275,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,isInvalidXtarTime,"boolean isInvalidXtarTime(byte[], int, int)",1284,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,isInvalidXtarTime,"boolean isInvalidXtarTime(byte[], int, int)",1288,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,isInvalidXtarTime,"boolean isInvalidXtarTime(byte[], int, int)",1294,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,isXstar,"boolean isXstar(Map<String, String>, byte[])",1399,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,isXstar,"boolean isXstar(Map<String, String>, byte[])",1410,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,isXstar,"boolean isXstar(Map<String, String>, byte[])",1415,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,isXstar,"boolean isXstar(Map<String, String>, byte[])",1418,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,isXstar,"boolean isXstar(Map<String, String>, byte[])",1421,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,parseOctalOrBinary,"long parseOctalOrBinary(byte[], int, int, boolean)",1429,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,parseTarHeaderUnwrapped,"void parseTarHeaderUnwrapped(Map<String, String>, byte[], ZipEncoding, boolean, boolean)",1497,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,parseTarHeaderUnwrapped,"void parseTarHeaderUnwrapped(Map<String, String>, byte[], ZipEncoding, boolean, boolean)",1516,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,parseTarHeaderUnwrapped,"void parseTarHeaderUnwrapped(Map<String, String>, byte[], ZipEncoding, boolean, boolean)",1547,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,parseTarHeaderUnwrapped,"void parseTarHeaderUnwrapped(Map<String, String>, byte[], ZipEncoding, boolean, boolean)",1562,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,parseTarHeaderUnwrapped,"void parseTarHeaderUnwrapped(Map<String, String>, byte[], ZipEncoding, boolean, boolean)",1565,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,processPaxHeader,"void processPaxHeader(String, String, Map<String, String>)",1624,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,processPaxHeader,"void processPaxHeader(String, String, Map<String, String>)",1643,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,processPaxHeader,"void processPaxHeader(String, String, Map<String, String>)",1650,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,processPaxHeader,"void processPaxHeader(String, String, Map<String, String>)",1662,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,readFileMode,"void readFileMode(Path, String, LinkOption...)",1672,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,readFileMode,"void readFileMode(Path, String, LinkOption...)",1677,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,readOsSpecificProperties,"void readOsSpecificProperties(Path, LinkOption...)",1692,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,readOsSpecificProperties,"void readOsSpecificProperties(Path, LinkOption...)",1699,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,readOsSpecificProperties,"void readOsSpecificProperties(Path, LinkOption...)",1709,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,setDataOffset,void setDataOffset(long),1741,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,setDevMajor,void setDevMajor(int),1755,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,setDevMinor,void setDevMinor(int),1769,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,setSize,void setSize(long),1912,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,writeEntryHeader,"void writeEntryHeader(byte[], ZipEncoding, boolean)",2032,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,writeEntryHeaderField,"int writeEntryHeaderField(long, byte[], int, int, boolean)",2052,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,TarArchiveEntry,writeEntryHeaderOptionalTimeField,"int writeEntryHeaderOptionalTimeField(FileTime, int, byte[], int)",2062,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,matches,"boolean matches(byte[], int)",63,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,matches,"boolean matches(byte[], int)",69,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,matches,"boolean matches(byte[], int)",73,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,available,int available(),237,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,available,int available(),240,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,buildSparseInputStreams,void buildSparseInputStreams(),264,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,buildSparseInputStreams,void buildSparseInputStreams(),270,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,buildSparseInputStreams,void buildSparseInputStreams(),275,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,buildSparseInputStreams,void buildSparseInputStreams(),282,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,close,void close(),305,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,consumeRemainderOfLastBlock,void consumeRemainderOfLastBlock(),320,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getActuallySkipped,"long getActuallySkipped(long, long, long)",337,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getActuallySkipped,"long getActuallySkipped(long, long, long)",341,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getLongNameData,byte[] getLongNameData(),371,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getLongNameData,byte[] getLongNameData(),382,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getNextTarEntry,TarArchiveEntry getNextTarEntry(),410,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getNextTarEntry,TarArchiveEntry getNextTarEntry(),414,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getNextTarEntry,TarArchiveEntry getNextTarEntry(),424,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getNextTarEntry,TarArchiveEntry getNextTarEntry(),439,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getNextTarEntry,TarArchiveEntry getNextTarEntry(),441,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getNextTarEntry,TarArchiveEntry getNextTarEntry(),450,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getNextTarEntry,TarArchiveEntry getNextTarEntry(),452,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getNextTarEntry,TarArchiveEntry getNextTarEntry(),462,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getNextTarEntry,TarArchiveEntry getNextTarEntry(),467,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getNextTarEntry,TarArchiveEntry getNextTarEntry(),472,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getNextTarEntry,TarArchiveEntry getNextTarEntry(),474,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getNextTarEntry,TarArchiveEntry getNextTarEntry(),481,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,getRecord,byte[] getRecord(),509,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,paxHeaders,void paxHeaders(),585,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,paxHeaders,void paxHeaders(),589,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,paxHeaders,void paxHeaders(),595,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,read,"int read(byte[], int, int)",618,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,read,"int read(byte[], int, int)",623,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,read,"int read(byte[], int, int)",627,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,read,"int read(byte[], int, int)",631,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,read,"int read(byte[], int, int)",637,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,read,"int read(byte[], int, int)",644,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,read,"int read(byte[], int, int)",645,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,readGlobalPaxHeaders,void readGlobalPaxHeaders(),661,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,readOldGNUSparse,void readOldGNUSparse(),672,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,readOldGNUSparse,void readOldGNUSparse(),676,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,readRecord,byte[] readRecord(),698,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,readSparse,"int readSparse(byte[], int, int)",719,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,readSparse,"int readSparse(byte[], int, int)",723,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,readSparse,"int readSparse(byte[], int, int)",732,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,readSparse,"int readSparse(byte[], int, int)",737,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,readSparse,"int readSparse(byte[], int, int)",744,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,readSparse,"int readSparse(byte[], int, int)",747,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,skip,long skip(long),785,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,skip,long skip(long),794,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,skipRecordPadding,void skipRecordPadding(),814,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,skipSparse,long skipSparse(long),835,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,skipSparse,long skipSparse(long),845,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,tryToConsumeSecondEOFRecord,void tryToConsumeSecondEOFRecord(),865,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,TarArchiveInputStream,tryToConsumeSecondEOFRecord,void tryToConsumeSecondEOFRecord(),871,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,addFileTimePaxHeader,"void addFileTimePaxHeader(Map<String, String>, String, FileTime)",235,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,addFileTimePaxHeader,"void addFileTimePaxHeader(Map<String, String>, String, FileTime)",239,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,addFileTimePaxHeaderForBigNumber,"void addFileTimePaxHeaderForBigNumber(Map<String, String>, String, FileTime, long)",248,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,addFileTimePaxHeaderForBigNumber,"void addFileTimePaxHeaderForBigNumber(Map<String, String>, String, FileTime, long)",252,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,addPaxHeaderForBigNumber,"void addPaxHeaderForBigNumber(Map<String, String>, String, long, long)",268,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,addPaxHeadersForBigNumbers,"void addPaxHeadersForBigNumbers(Map<String, String>, TarArchiveEntry)",278,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,close,void close(),302,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,close,void close(),306,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,closeArchiveEntry,void closeArchiveEntry(),322,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,closeArchiveEntry,void closeArchiveEntry(),325,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,closeArchiveEntry,void closeArchiveEntry(),329,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,closeArchiveEntry,void closeArchiveEntry(),335,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,createArchiveEntry,"TarArchiveEntry createArchiveEntry(File, String)",343,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,createArchiveEntry,"TarArchiveEntry createArchiveEntry(Path, String, LinkOption...)",351,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,failForBigNumber,"void failForBigNumber(String, long, long, String)",384,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,finish,void finish(),414,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,finish,void finish(),418,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,handleLongName,"boolean handleLongName(TarArchiveEntry, String, Map<String, String>, String, byte, String)",482,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,handleLongName,"boolean handleLongName(TarArchiveEntry, String, Map<String, String>, String, byte, String)",484,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,handleLongName,"boolean handleLongName(TarArchiveEntry, String, Map<String, String>, String, byte, String)",488,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,handleLongName,"boolean handleLongName(TarArchiveEntry, String, Map<String, String>, String, byte, String)",499,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,padAsNeeded,void padAsNeeded(),509,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,putArchiveEntry,void putArchiveEntry(TarArchiveEntry),531,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,putArchiveEntry,void putArchiveEntry(TarArchiveEntry),534,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,putArchiveEntry,void putArchiveEntry(TarArchiveEntry),552,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,putArchiveEntry,void putArchiveEntry(TarArchiveEntry),554,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,putArchiveEntry,void putArchiveEntry(TarArchiveEntry),558,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,putArchiveEntry,void putArchiveEntry(TarArchiveEntry),562,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,putArchiveEntry,void putArchiveEntry(TarArchiveEntry),568,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,putArchiveEntry,void putArchiveEntry(TarArchiveEntry),577,NO,OUTER_HAS_ELSE,,,,,
commons-compress,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,TarArchiveOutputStream,stripTo7Bits,String stripTo7Bits(String),634,NO,OUTER_HAS_ELSE,,,,,
