caseId,origin,description,eligible,discardReason,discardCategories,opportunitiesDetected,opportunitiesApplied,totalPasses,complexityBefore,complexityAfter,delta,methodSignature,observations
JACKSON_CORE_U_T_F8_STREAM_JSON_PARSER_SKIP_COLON_FAST,jackson-core,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,2,2,2,36,28,-8,int _skipColonFast(int),Pases hasta punto fijo: 2. Transformaciones aplicadas: 2. [Nota: se requirieron múltiples pases por anidamiento profundo]
JACKSON_DATABIND_ANNOTATED_WITH_PARAMS_GET_PARAMETER_ANNOTATIONS,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,4,2,-2,AnnotationMap getParameterAnnotations(int),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
JACKSON_DATABIND_AS_ARRAY_SERIALIZER_BASE_ACCEPT_JSON_FORMAT_VISITOR,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,3,2,-1,"void acceptJsonFormatVisitor(JsonFormatVisitorWrapper, JavaType)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
JACKSON_DATABIND_AS_ARRAY_SERIALIZER_BASE_CREATE_CONTEXTUAL,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE,3,3,3,35,26,-9,"ValueSerializer<?> createContextual(SerializationContext, BeanProperty)",Pases hasta punto fijo: 3. Transformaciones aplicadas: 3. [Nota: se requirieron múltiples pases por anidamiento profundo]
JACKSON_DATABIND_BASIC_DESERIALIZER_FACTORY_HANDLE_SINGLE_ARGUMENT_CREATOR,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;SINGLE_STATEMENT_NOT_IF,2,2,2,34,32,-2,"boolean _handleSingleArgumentCreator(CreatorCollector, AnnotatedWithParams, boolean, boolean)",Pases hasta punto fijo: 2. Transformaciones aplicadas: 2. [Nota: se requirieron múltiples pases por anidamiento profundo]
JACKSON_DATABIND_BEAN_DESERIALIZER_BASE_DELEGATE_DESERIALIZER,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,2,2,2,7,3,-4,ValueDeserializer<Object> _delegateDeserializer(JsonParser),Pases hasta punto fijo: 2. Transformaciones aplicadas: 2. [Nota: se requirieron múltiples pases por anidamiento profundo]
JACKSON_DATABIND_DOUBLE_DESER_DESERIALIZE,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,false,Descartado por: SINGLE_STATEMENT_NOT_IF,SINGLE_STATEMENT_NOT_IF,0,0,0,2,2,0,"T deserialize(JsonParser, DeserializationContext, T)",Sin oportunidades detectadas
JACKSON_DATABIND_ENUM_DESERIALIZER_CREATE_CONTEXTUAL,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;SINGLE_STATEMENT_NOT_IF,1,1,1,16,13,-3,"ValueDeserializer<?> createContextual(DeserializationContext, BeanProperty)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
JACKSON_DATABIND_ENUM_RESOLVER_FIND_ENUM,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,3,2,-1,Enum<?> findEnum(String),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
JACKSON_DATABIND_FLOAT_DESER_DESERIALIZE,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,false,Descartado por: SINGLE_STATEMENT_NOT_IF,SINGLE_STATEMENT_NOT_IF,0,0,0,2,2,0,"T deserialize(JsonParser, DeserializationContext, T)",Sin oportunidades detectadas
JACKSON_DATABIND_MERGING_SETTABLE_BEAN_PROPERTY_DESERIALIZE_SET_AND_RETURN,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,5,4,-1,"Object deserializeSetAndReturn(JsonParser, DeserializationContext, Object)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
JACKSON_DATABIND_METHOD_PROPERTY_SET,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,4,3,-1,"void set(DeserializationContext, Object, Object)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
JACKSON_DATABIND_METHOD_PROPERTY_SET_AND_RETURN,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,5,4,-1,"Object setAndReturn(DeserializationContext, Object, Object)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
JACKSON_DATABIND_OBJECT_ARRAY_SERIALIZER_CREATE_CONTEXTUAL,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE,3,3,3,33,24,-9,"ValueSerializer<?> createContextual(SerializationContext, BeanProperty)",Pases hasta punto fijo: 3. Transformaciones aplicadas: 3. [Nota: se requirieron múltiples pases por anidamiento profundo]
JACKSON_DATABIND_OBJECT_READER_VERIFY_NO_TRAILING_TOKENS,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;SINGLE_STATEMENT_NOT_IF,1,1,1,6,4,-2,"void _verifyNoTrailingTokens(JsonParser, DeserializationContext, JavaType)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
JACKSON_DATABIND_P_O_J_O_PROPERTIES_COLLECTOR_RESOLVE_FIELD_VS_GETTER,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_HAS_ELSE;OUTER_BLOCK_MULTIPLE_STATEMENTS,1,1,1,10,8,-2,boolean _resolveFieldVsGetter(List<AnnotatedMember>),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
JACKSON_DATABIND_SETTABLE_BEAN_PROPERTY_ASSIGN_INDEX,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,3,2,-1,void assignIndex(int),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
JACKSON_DATABIND_STD_DATE_FORMAT_PARSE_DATE,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,12,10,-2,"Date _parseDate(String, ParsePosition)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
JACKSON_DATABIND_STD_VALUE_INSTANTIATOR_CREATE_USING_ARRAY_DELEGATE,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,3,2,-1,"Object createUsingArrayDelegate(DeserializationContext, Object)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
JACKSON_DATABIND_STD_VALUE_INSTANTIATOR_CREATE_USING_DELEGATE,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,3,2,-1,"Object createUsingDelegate(DeserializationContext, Object)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
JACKSON_DATABIND_TYPE_FACTORY_BINDINGS_FOR_SUBTYPE,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,8,7,-1,"TypeBindings _bindingsForSubtype(JavaType, int, Class<?>, boolean)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
JACKSON_DATABIND_UNTYPED_OBJECT_DESERIALIZER_CUSTOM_DESERIALIZE_NULLABLE_KEY,jackson-databind,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,3,2,-1,"String _customDeserializeNullableKey(String, DeserializationContext)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
JMETAL_L_Z09_OBJECTIVE,jmetal-5.11,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE,1,1,1,42,39,-3,"void objective(List<Double>, List<Double>)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_ABSTRACT_DATASET_ACTIONS_CHECKER_CAN_DELETE,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,16,14,-2,void canDelete(),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_BUSINESS_MODEL_OPEN_PARAMETERS_GET_BUSINESS_MODEL_EXECUTION_FILTERS,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE,1,1,1,180,171,-9,Response getBusinessModelExecutionFilters(HttpServletRequest),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_BUSINESS_MODEL_RESOURCE_GET_DRIVERS_FROM_QBE_DATA_SET,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,205,196,-9,"Response getDriversFromQbeDataSet(String, Map<String, Object>, String)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_DATA_SET_RESOURCE_GET_DRIVERS_FROM_QBE_DATA_SET,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,205,196,-9,"Response getDriversFromQbeDataSet(String, Map<String, Object>, String)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_DATA_SET_RESOURCE_TRANSFORM_RUNTIME_DRIVERS,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,190,181,-9,"ArrayList<HashMap<String, Object>> transformRuntimeDrivers(List<BusinessModelDriverRuntime>, IParameterUseDAO, String, MetaModel, BusinessModelOpenParameters)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_DATA_STORE_CONFIGURATION_CONVERTER_GET_DATASET,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,3,2,-1,IDataSet getDataset(),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_DOCUMENT_EXECUTION_PARAMETERS_TRANSFORM_RUNTIME_DRIVERS,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,189,180,-9,"ArrayList<HashMap<String, Object>> transformRuntimeDrivers(List<BusinessModelDriverRuntime>, IParameterUseDAO, String, MetaModel, BusinessModelOpenParameters)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_DOCUMENT_EXECUTION_RESOURCE_GET_DOCUMENT_EXECUTION_FILTERS,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF;OUTER_HAS_ELSE;OUTER_BLOCK_MULTIPLE_STATEMENTS,2,2,2,257,242,-15,Response getDocumentExecutionFilters(HttpServletRequest),Pases hasta punto fijo: 2. Transformaciones aplicadas: 2. [Nota: se requirieron múltiples pases por anidamiento profundo]
KNOWAGE_DOCUMENT_EXECUTION_RESOURCE_TRANSFORM_RUNTIME_DRIVERS,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,187,178,-9,"ArrayList<HashMap<String, Object>> transformRuntimeDrivers(List<BusinessModelDriverRuntime>, IParameterUseDAO, String, MetaModel, BusinessModelOpenParameters)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_GEO_SPATIAL_DIMENSION_DATASET_VALIDATOR_CHECK_VALUE,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS,2,2,2,20,14,-6,"boolean checkValue(Set, Object)",Pases hasta punto fijo: 2. Transformaciones aplicadas: 2. [Nota: se requirieron múltiples pases por anidamiento profundo]
KNOWAGE_META_UTILS_TRANSFORM_RUNTIME_DRIVERS,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,189,180,-9,"ArrayList<HashMap<String, Object>> transformRuntimeDrivers(List<BusinessModelDriverRuntime>, IParameterUseDAO, String, MetaModel, BusinessModelOpenParameters)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_SPAGO_U_R_L_VALIDATOR_IS_VALID_PATH,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,5,4,-1,boolean isValidPath(String),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
MOEA_COMMAND_LINE_UTILITY_GET_CONSOLE_WIDTH,moea,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS,1,1,1,15,11,-4,int getConsoleWidth(),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
POI_BLANK_CELL_SHEET_GROUP_CONTAINS_CELL,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,11,8,-3,"boolean containsCell(int, int)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
POI_C_F_RULE_BASE_SET_CONDITION_TYPE,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,4,3,-1,void setConditionType(byte),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
POI_COMMENTS_TABLE_GET_V_M_L_DRAWING,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,3,2,-1,"XSSFVMLDrawing getVMLDrawing(Sheet, boolean)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
POI_DATE_FUNC_EVALUATE,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,false,No se detectaron oportunidades de refactorización,,0,0,0,1,1,0,"ValueEval evaluate(int, int, ValueEval, ValueEval, ValueEval)",Sin oportunidades detectadas
POI_FORMULA_CELL_CACHE_ENTRY_IS_INPUT_SENSITIVE,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,4,3,-1,boolean isInputSensitive(),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
POI_H_S_S_F_CHART_CREATE_SERIES,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_HAS_ELSE;OUTER_BLOCK_MULTIPLE_STATEMENTS;SINGLE_STATEMENT_NOT_IF,1,1,1,46,44,-2,HSSFSeries createSeries(),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
POI_H_S_S_F_CHART_REMOVE_SERIES,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_HAS_ELSE;OUTER_BLOCK_MULTIPLE_STATEMENTS;SINGLE_STATEMENT_NOT_IF;INNER_HAS_ELSE,1,1,1,35,32,-3,boolean removeSeries(HSSFSeries),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
POI_INTERNAL_SHEET_VISIT_CONTAINED_RECORDS,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS,1,1,1,17,13,-4,"void visitContainedRecords(RecordVisitor, int)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
POI_LINEAR_REGRESSION_FUNCTION_EVALUATE_INTERNAL,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS,1,1,1,19,17,-2,"double evaluateInternal(ValueVector, ValueVector, int)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
POI_LINK_TABLE_GET_NAME_X_PTG,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,9,7,-2,"NameXPtg getNameXPtg(String, int)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
POI_OPERATION_EVALUATOR_FACTORY_EVALUATE,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE,1,1,1,14,12,-2,"ValueEval evaluate(OperationPtg, ValueEval[], OperationEvaluationContext)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
POI_READ_ONLY_SHARED_STRINGS_TABLE_CHARACTERS,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,INNER_HAS_ELSE;OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,11,9,-2,"void characters(char[], int, int)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
POI_RELATIONAL_OPERATION_EVAL_DO_COMPARE,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS,1,1,1,21,20,-1,"int doCompare(ValueEval, ValueEval)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
POI_TWO_OPERAND_NUMERIC_OPERATION_EVALUATE,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,6,5,-1,"ValueEval evaluate(int, int, ValueEval, ValueEval)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
POI_V_B_A_MACRO_READER_FIND_COMPRESSED_STREAM_W_BRUTE_FORCE,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;SINGLE_STATEMENT_NOT_IF,1,1,1,20,16,-4,byte[] findCompressedStreamWBruteForce(InputStream),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
POI_VALUE_CONVERT_TEXT_TO_NUMBER,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS,1,1,1,53,52,-1,Double convertTextToNumber(String),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
POI_X_Y_NUMERIC_FUNCTION_EVALUATE_INTERNAL,poi,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,2,2,2,18,14,-4,"double evaluateInternal(ValueVector, ValueVector, int)",Pases hasta punto fijo: 2. Transformaciones aplicadas: 2. [Nota: se requirieron múltiples pases por anidamiento profundo]
